NAICS,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,RevLineCr,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession,daysterm,xx,Default
RentalLeasing,0,8,Existing,0,8,Urban,Yes,90000,45000,0,0,0.5,0,0,17378.0,Yes
RealEstateServices,66,1,Existing,1,1,Urban,Yes,30000,15000,0,0,0.5,0,1980,19266.0,Yes
RealEstateServices,88,5,New,1,5,Urban,No,25000,21250,1,0,0.85,0,2640,20110.0,Yes
RealEstateServices,84,3,Existing,0,3,Urban,Yes,25000,12500,0,0,0.5,0,2520,19806.0,No
RealEstateServices,84,6,Existing,0,6,Urban,Yes,5000,2500,0,0,0.5,0,2520,19990.0,No
RealEstateServices,36,17,Existing,0,17,Urban,Unknown,50000,42500,0,0,0.85,0,1080,18366.0,No
RealEstateLessors,283,1,Existing,0,1,Urban,Unknown,373100,279825,0,1,0.75,0,8490,25776.0,Yes
RentalLeasing,240,42,Existing,18,0,Rural,Unknown,585000,585000,0,1,1.0,0,7200,24530.0,No
RealEstateServices,84,1,New,1,1,Urban,No,20000,10000,1,0,0.5,0,2520,20020.0,No
RealEstateServices,240,113,Existing,8,0,Urban,Unknown,1025000,1025000,0,1,1.0,0,7200,25202.0,No
RealEstateServices,84,32,Existing,0,32,Urban,Yes,50000,25000,0,0,0.5,0,2520,19806.0,No
RealEstateServices,37,1,New,0,1,Urban,Yes,37000,18500,1,0,0.5,0,1110,18793.0,Yes
RealEstateLessors,84,3,Existing,0,3,Urban,Yes,40000,20000,0,0,0.5,0,2520,19837.0,No
RealEstateServices,58,2,Existing,4,2,Urban,Yes,50000,25000,0,0,0.5,0,1740,19210.0,Yes
RealEstateServices,64,2,Existing,0,2,Urban,Yes,35000,17500,0,0,0.5,0,1920,19420.0,Yes
RealEstateServices,9,2,Existing,2,2,Urban,Yes,50000,25000,0,0,0.5,1,270,17679.0,Yes
RealEstateServices,67,8,New,0,8,Urban,Yes,15000,7500,1,0,0.5,0,2010,19510.0,Yes
RealEstateServices,30,6,New,6,6,Urban,Yes,60000,30000,1,0,0.5,0,900,18278.0,Yes
RealEstateServices,34,1,Existing,2,1,Urban,Yes,50000,25000,0,0,0.5,0,1020,18337.0,Yes
RealEstateLessors,84,1,Existing,0,1,Urban,Yes,27000,13500,0,0,0.5,0,2520,20172.0,No
RentalLeasing,84,3,Existing,2,5,Unknown,Unknown,10000,5000,0,0,0.5,0,2520,16854.0,No
RentalLeasing,84,5,Existing,0,5,Urban,Yes,20000,10000,0,0,0.5,0,2520,19837.0,No
RealEstateServices,54,17,Existing,0,17,Urban,Yes,50000,25000,0,0,0.5,0,1620,19120.0,Yes
RealEstateServices,57,2,Existing,0,2,Urban,Yes,5000,2500,0,0,0.5,0,1710,19241.0,Yes
RealEstateServices,64,1,Existing,0,0,Urban,Yes,20000,10000,0,0,0.5,0,1920,19420.0,Yes
RentalLeasing,34,2,Existing,2,2,Urban,Unknown,156000,78000,0,0,0.5,0,1020,18367.0,Yes
RealEstateServices,36,1,Existing,0,1,Urban,Yes,17000,8500,0,0,0.5,0,1080,18763.0,Yes
RealEstateServices,60,1,Existing,0,1,Urban,Yes,50000,25000,0,0,0.5,0,1800,19300.0,Yes
RealEstateServices,109,3,Existing,4,3,Urban,No,12500,10625,0,0,0.85,0,3270,20770.0,No
RealEstateServices,84,1,New,0,0,Urban,Yes,15000,7500,1,0,0.5,0,2520,20417.0,No
RealEstateServices,56,6,Existing,0,0,Urban,Yes,10000,5000,0,0,0.5,0,1680,18997.0,Yes
RentalLeasing,64,4,Existing,0,4,Urban,No,30000,15000,0,0,0.5,0,1920,19420.0,Yes
RentalLeasing,108,1,Existing,1,1,Unknown,Unknown,50000,40000,0,0,0.8,1,3240,17574.0,No
RealEstateServices,259,22,Existing,6,22,Urban,Unknown,542200,406650,0,1,0.75,0,7770,25087.0,Yes
RealEstateServices,240,4,New,2,0,Urban,Unknown,425000,425000,1,1,1.0,0,7200,24621.0,No
RentalLeasing,84,5,New,0,5,Urban,Yes,150000,75000,1,0,0.5,0,2520,20417.0,No
RealEstateServices,65,1,Existing,0,1,Urban,No,50000,25000,0,0,0.5,0,1950,19481.0,Yes
RealEstateServices,55,4,Existing,0,4,Urban,Unknown,35000,17500,0,0,0.5,0,1650,19150.0,Yes
RentalLeasing,240,6,Existing,10,16,Unknown,No,394000,394000,0,1,1.0,0,7200,21856.0,No
RealEstateServices,59,12,Existing,0,12,Urban,Yes,100000,50000,0,0,0.5,0,1770,19270.0,Yes
RealEstateServices,62,1,Existing,0,1,Urban,Yes,37000,18500,0,0,0.5,0,1860,19391.0,Yes
RentalLeasing,3,8,Existing,0,8,Urban,Yes,50000,25000,0,0,0.5,1,90,17621.0,Yes
RentalLeasing,84,8,Existing,0,8,Urban,Yes,10000,5000,0,0,0.5,0,2520,20417.0,No
RentalLeasing,120,12,Existing,0,12,Unknown,Unknown,300000,89031,0,0,0.29677,1,3600,17934.0,No
RealEstateServices,60,8,Existing,7,8,Urban,Yes,35000,17500,0,0,0.5,0,1800,19178.0,Yes
RealEstateServices,52,2,Existing,0,0,Urban,Yes,15000,7500,0,0,0.5,0,1560,18907.0,Yes
RealEstateServices,240,3,Existing,8,0,Unknown,No,245000,245000,0,1,1.0,0,7200,21611.0,No
RealEstateServices,60,3,Existing,0,3,Urban,Unknown,20000,10000,0,0,0.5,0,1800,19147.0,No
RealEstateServices,69,1,Existing,0,1,Rural,Yes,50000,25000,0,0,0.5,0,2070,19601.0,Yes
RealEstateLessors,120,24,Existing,0,24,Urban,Unknown,866900,650175,0,0,0.75,0,3600,20978.0,No
RealEstateServices,59,1,Existing,0,0,Urban,No,25000,21250,0,0,0.85,0,1770,19301.0,Yes
RealEstateServices,84,1,Existing,1,2,Urban,Yes,10000,5000,0,0,0.5,0,2520,20051.0,No
RealEstateServices,84,2,Existing,0,2,Urban,Yes,50000,25000,0,0,0.5,0,2520,20051.0,No
RentalLeasing,300,10,Existing,0,10,Unknown,Unknown,315000,236250,0,1,0.75,0,9000,23334.0,No
RealEstateLessors,54,12,Existing,12,12,Urban,Yes,35000,17500,0,0,0.5,0,1620,18967.0,Yes
RealEstateServices,16,2,Existing,0,0,Urban,Yes,25000,12500,0,0,0.5,1,480,18071.0,Yes
RealEstateServices,51,1,Existing,0,1,Urban,Yes,35000,17500,0,0,0.5,0,1530,18939.0,Yes
RealEstateServices,72,2,Existing,0,2,Urban,Yes,20000,10000,0,0,0.5,0,2160,19722.0,Yes
RealEstateServices,240,1,Existing,4,0,Urban,Unknown,291000,291000,0,1,1.0,0,7200,24775.0,No
RealEstateServices,36,1,Existing,0,1,Urban,Unknown,25000,12500,0,0,0.5,0,1080,18458.0,No
RealEstateServices,66,1,New,0,0,Urban,Yes,30000,15000,1,0,0.5,0,1980,19542.0,Yes
RealEstateServices,110,1,Existing,0,1,Urban,No,25000,21250,0,0,0.85,0,3300,20831.0,Yes
RealEstateServices,36,3,Existing,0,0,Urban,Unknown,25000,12500,0,0,0.5,0,1080,18427.0,No
RealEstateServices,73,3,Existing,100,3,Urban,Yes,50000,25000,0,0,0.5,0,2190,19568.0,Yes
RealEstateServices,69,3,Existing,2,3,Urban,Yes,50000,25000,0,0,0.5,0,2070,19632.0,Yes
RealEstateServices,39,1,Existing,1,1,Urban,No,15000,12750,0,0,0.85,0,1170,18701.0,Yes
RealEstateLessors,68,3,Existing,0,3,Rural,Yes,15000,7500,0,0,0.5,0,2040,19387.0,No
RealEstateServices,84,3,Existing,1,3,Urban,Yes,12700,6350,0,0,0.5,0,2520,20051.0,No
RealEstateServices,58,3,Existing,0,3,Urban,Yes,50000,25000,0,0,0.5,0,1740,19302.0,Yes
RealEstateServices,300,8,Existing,0,8,Unknown,Unknown,158500,118875,0,1,0.75,0,9000,23395.0,No
RealEstateServices,84,35,New,0,35,Urban,Yes,10000,5000,1,0,0.5,0,2520,19959.0,No
RealEstateServices,84,3,Existing,0,3,Urban,Yes,15000,7500,0,0,0.5,0,2520,20082.0,No
RealEstateServices,84,3,New,0,3,Urban,Yes,20000,10000,1,0,0.5,0,2520,20448.0,No
RealEstateServices,43,3,Existing,2,3,Urban,Yes,30000,15000,0,0,0.5,0,1290,18668.0,Yes
RentalLeasing,240,3,Existing,1,0,Urban,Unknown,281000,281000,0,1,1.0,0,7200,24712.0,No
RealEstateServices,28,6,Existing,2,8,Urban,Yes,20000,10000,0,0,0.5,0,840,18371.0,No
RealEstateServices,240,2,Existing,4,0,Urban,Unknown,268000,268000,0,1,1.0,0,7200,24684.0,No
RentalLeasing,60,2,Existing,0,2,Urban,Unknown,25000,12500,0,0,0.5,0,1800,19178.0,No
RealEstateServices,57,2,Existing,0,2,Urban,Yes,30000,15000,0,0,0.5,0,1710,19272.0,Yes
RealEstateServices,300,74,Existing,4,74,Unknown,Unknown,252200,189150,0,1,0.75,0,9000,23395.0,No
RealEstateServices,120,74,Existing,4,74,Unknown,Unknown,100000,75000,0,0,0.75,1,3600,17964.0,No
RealEstateServices,300,67,Existing,0,67,Unknown,Unknown,510800,383100,0,1,0.75,0,9000,23364.0,No
RealEstateServices,68,4,Existing,2,4,Urban,Yes,100000,50000,0,0,0.5,0,2040,19418.0,Yes
RealEstateServices,65,1,Existing,0,0,Urban,No,35000,29750,0,0,0.85,0,1950,19481.0,Yes
RealEstateServices,47,1,Existing,2,1,Urban,No,25000,21250,0,0,0.85,0,1410,18972.0,Yes
RealEstateServices,84,1,Existing,1,1,Urban,No,5000,4250,0,0,0.85,0,2520,20051.0,Yes
RealEstateServices,240,10,Existing,5,10,Urban,Unknown,1799000,1799000,0,1,1.0,0,7200,24621.0,No
RealEstateServices,84,7,Existing,2,9,Urban,Yes,20000,10000,0,0,0.5,0,2520,20537.0,No
RealEstateServices,53,22,Existing,0,22,Urban,Yes,50000,25000,0,0,0.5,0,1590,19152.0,Yes
RentalLeasing,48,1,New,0,1,Urban,Unknown,30000,15000,1,0,0.5,0,1440,18818.0,No
RealEstateServices,29,1,Existing,0,1,Urban,Yes,20000,10000,0,0,0.5,0,870,18432.0,Yes
RentalLeasing,70,0,Existing,0,0,Urban,No,25000,21250,0,0,0.85,0,2100,19662.0,Yes
RealEstateServices,57,12,Existing,0,12,Urban,Yes,50000,25000,0,0,0.5,0,1710,19301.0,Yes
RealEstateServices,51,2,New,0,2,Urban,Yes,10000,5000,1,0,0.5,0,1530,18908.0,Yes
RealEstateServices,75,6,Existing,1,6,Urban,Yes,50000,25000,0,0,0.5,0,2250,19659.0,Yes
RealEstateServices,49,6,Existing,1,6,Urban,Yes,50000,25000,0,0,0.5,0,1470,18848.0,Yes
RealEstateServices,300,12,Existing,12,0,Urban,Unknown,1048000,786000,0,1,0.75,0,9000,26409.0,No
RealEstateServices,39,6,Existing,0,6,Urban,Yes,50000,25000,0,0,0.5,0,1170,18792.0,Yes
RealEstateServices,84,2,New,1,2,Urban,Yes,5000,2500,1,0,0.5,0,2520,20476.0,No
RealEstateServices,84,4,Existing,0,4,Urban,Yes,30000,15000,0,0,0.5,0,2520,20082.0,No
RentalLeasing,60,2,Existing,0,2,Urban,Yes,22000,11000,0,0,0.5,0,1800,19362.0,No
RentalLeasing,120,16,Existing,0,16,Unknown,Unknown,307000,230250,0,0,0.75,1,3600,17995.0,No
RealEstateServices,54,2,Existing,0,2,Urban,No,35000,17500,0,0,0.5,0,1620,19182.0,Yes
RentalLeasing,84,4,New,1,4,Urban,Yes,50000,25000,1,0,0.5,0,2520,19929.0,No
RealEstateServices,44,5,Existing,0,5,Urban,Yes,50000,25000,0,0,0.5,0,1320,18942.0,Yes
RealEstateServices,240,16,Existing,4,12,Unknown,No,452000,452000,0,1,1.0,0,7200,21702.0,No
RealEstateServices,84,1,Existing,4,1,Urban,Yes,30000,15000,0,0,0.5,0,2520,19929.0,No
RealEstateServices,27,4,Existing,0,4,Urban,Yes,35000,29750,0,0,0.85,0,810,18401.0,Yes
RentalLeasing,15,17,Existing,3,17,Unknown,Unknown,750000,562500,0,0,0.75,0,450,14875.0,Yes
RentalLeasing,240,15,Existing,0,15,Unknown,No,501000,501000,0,1,1.0,0,7200,21667.0,No
RealEstateServices,72,2,Existing,0,2,Urban,Yes,30000,15000,0,0,0.5,0,2160,19569.0,Yes
RealEstateServices,264,25,Existing,5,20,Urban,Unknown,1596200,1197150,0,1,0.75,0,7920,25329.0,No
RentalLeasing,120,12,Existing,0,12,Unknown,Unknown,75000,60000,0,0,0.8,1,3600,17995.0,No
RealEstateServices,48,15,Existing,0,15,Urban,Unknown,25000,12500,0,0,0.5,0,1440,18910.0,Yes
RealEstateServices,84,3,Existing,5,3,Urban,Yes,40000,20000,0,0,0.5,0,2520,19929.0,No
RealEstateServices,72,1,Existing,0,1,Urban,No,50000,25000,0,0,0.5,0,2160,19782.0,Yes
RealEstateServices,84,8,Existing,0,8,Urban,No,20000,10000,0,0,0.5,0,2520,20111.0,No
RealEstateServices,50,5,Existing,0,5,Urban,Yes,30000,15000,0,0,0.5,0,1500,18909.0,Yes
RealEstateServices,240,4,Existing,5,4,Urban,Unknown,268000,268000,0,1,1.0,0,7200,24838.0,No
RentalLeasing,84,1,Existing,0,1,Urban,Yes,50000,25000,0,0,0.5,0,2520,20325.0,No
RealEstateServices,56,1,New,0,1,Urban,Yes,15000,7500,1,0,0.5,0,1680,19302.0,Yes
RealEstateServices,54,1,Existing,3,1,Urban,Yes,19000,9500,0,0,0.5,0,1620,19120.0,Yes
RealEstateServices,63,2,Existing,0,2,Urban,Yes,50000,25000,0,0,0.5,0,1890,19542.0,Yes
RealEstateLessors,51,1,Existing,2,3,Urban,Yes,25000,12500,0,0,0.5,0,1530,19030.0,Yes
RealEstateServices,55,1,New,3,3,Unknown,Unknown,150000,127500,1,0,0.85,0,1650,19120.0,Yes
RealEstateServices,84,2,Existing,0,2,Urban,Yes,40000,20000,0,0,0.5,0,2520,20568.0,No
RealEstateServices,240,3,Existing,1,0,Urban,Unknown,318000,318000,0,1,1.0,0,7200,24684.0,No
RealEstateServices,240,12,Existing,15,0,Urban,Unknown,1655000,1655000,0,1,1.0,0,7200,24712.0,No
RealEstateServices,89,4,New,1,4,Urban,No,10000,8500,1,0,0.85,0,2670,20292.0,Yes
RentalLeasing,48,7,Existing,0,7,Urban,No,50000,42500,0,0,0.85,0,1440,19062.0,Yes
RealEstateServices,300,10,Existing,0,0,Urban,No,180000,135000,0,1,0.75,0,9000,23425.0,No
RentalLeasing,60,4,Existing,4,4,Urban,Unknown,50000,25000,0,0,0.5,0,1800,19270.0,No
RealEstateServices,240,50,Existing,50,0,Urban,Unknown,1583000,1583000,0,1,1.0,0,7200,24712.0,No
RealEstateServices,84,4,Existing,0,4,Urban,Yes,10000,5000,0,0,0.5,0,2520,20233.0,No
RealEstateServices,70,2,Existing,1,2,Urban,Yes,50000,25000,0,0,0.5,0,2100,19570.0,Yes
RentalLeasing,84,2,Existing,0,2,Urban,Yes,12000,6000,0,0,0.5,0,2520,20142.0,No
RealEstateServices,51,4,Existing,0,4,Urban,Yes,30000,15000,0,0,0.5,0,1530,19000.0,Yes
RealEstateServices,12,4,New,0,4,Rural,Yes,25000,12500,1,0,0.5,1,360,17830.0,No
RealEstateServices,53,3,Existing,0,3,Urban,Yes,30000,15000,0,0,0.5,0,1590,19060.0,Yes
RealEstateLessors,240,34,Existing,10,34,Urban,No,588000,588000,0,1,1.0,0,7200,21912.0,No
RealEstateServices,84,1,Existing,0,1,Urban,Yes,50000,25000,0,0,0.5,0,2520,19990.0,No
RealEstateServices,240,10,Existing,0,10,Urban,No,1000000,1000000,0,1,1.0,0,7200,21793.0,No
RealEstateServices,61,2,Existing,3,2,Urban,Yes,100000,50000,0,0,0.5,0,1830,19330.0,Yes
RentalLeasing,84,20,Existing,0,20,Urban,Yes,50000,25000,0,0,0.5,0,2520,19990.0,No
RealEstateServices,240,3,Existing,4,0,Urban,Unknown,675000,675000,0,1,1.0,0,7200,24775.0,No
RealEstateServices,84,3,Existing,2,5,Urban,Yes,50000,25000,0,0,0.5,0,2520,19990.0,No
RentalLeasing,59,5,Existing,0,5,Urban,Yes,50000,25000,0,0,0.5,0,1770,19240.0,Yes
RentalLeasing,25,3,Existing,1,4,Urban,Yes,50000,25000,0,0,0.5,0,750,18281.0,Yes
RentalLeasing,25,1,New,0,1,Urban,No,20000,17000,1,0,0.85,0,750,18402.0,Yes
RealEstateServices,62,3,New,0,3,Urban,Unknown,10000,5000,1,0,0.5,0,1860,19543.0,Yes
RealEstateServices,240,20,Existing,10,0,Urban,Unknown,201000,201000,0,1,1.0,0,7200,24747.0,No
RealEstateLessors,120,3,Existing,1,3,Urban,Unknown,36000,28800,0,0,0.8,1,3600,18056.0,No
RealEstateServices,84,3,Existing,0,3,Urban,Yes,20000,10000,0,0,0.5,0,2520,20172.0,No
RentalLeasing,60,1,New,0,0,Urban,Unknown,86400,69120,1,0,0.8,0,1800,16317.0,No
RealEstateServices,115,1,Existing,0,1,Urban,No,20000,17000,0,0,0.85,0,3450,21133.0,Yes
RealEstateServices,106,1,Existing,1,1,Urban,No,12500,10625,0,0,0.85,0,3180,20863.0,Yes
RealEstateServices,51,1,Existing,0,1,Rural,Yes,36000,18000,0,0,0.5,0,1530,19061.0,Yes
RealEstateServices,300,11,Existing,3,0,Urban,Unknown,212400,159300,0,1,0.75,0,9000,23487.0,No
RealEstateServices,120,2,New,7,2,Urban,No,12500,10625,1,0,0.85,0,3600,21283.0,No
RentalLeasing,300,12,Existing,4,8,Urban,Unknown,405000,303750,0,1,0.75,0,9000,23487.0,No
RentalLeasing,300,30,Existing,5,30,Urban,Unknown,297000,222750,0,1,0.75,0,9000,23487.0,No
RentalLeasing,120,3,Existing,0,2,Urban,Unknown,180000,135000,0,0,0.75,0,3600,18087.0,No
RealEstateLessors,84,6,Existing,1,6,Urban,Yes,30000,15000,0,0,0.5,0,2520,20051.0,No
RealEstateServices,240,3,Existing,2,3,Urban,Unknown,364000,364000,0,1,1.0,0,7200,24894.0,No
RealEstateServices,84,14,Existing,0,14,Urban,Yes,30000,15000,0,0,0.5,0,2520,20203.0,No
RealEstateServices,66,2,Existing,35,2,Rural,Yes,24000,12000,0,0,0.5,0,1980,19511.0,Yes
RealEstateLessors,240,18,Existing,1,0,Urban,Unknown,365000,365000,0,1,1.0,0,7200,24803.0,No
RealEstateServices,35,4,Existing,0,4,Urban,Yes,30000,15000,0,0,0.5,0,1050,18581.0,Yes
RealEstateServices,21,2,Existing,2,2,Urban,Yes,15000,7500,0,0,0.5,0,630,15178.0,Yes
RealEstateServices,37,2,Existing,2,2,Urban,No,20000,17000,0,0,0.85,0,1110,18823.0,Yes
RentalLeasing,84,15,Existing,2,2,Urban,Yes,5000,2500,0,0,0.5,0,2520,20568.0,No
RentalLeasing,120,15,Existing,2,2,Urban,Unknown,910000,682500,0,0,0.75,0,3600,21162.0,No
RealEstateLessors,84,3,Existing,3,6,Urban,Yes,50000,25000,0,0,0.5,0,2520,20082.0,No
RentalLeasing,300,10,Existing,0,10,Urban,Unknown,526500,394875,0,1,0.75,0,9000,23517.0,No
RentalLeasing,63,1,New,2,1,Urban,No,25000,21250,1,0,0.85,0,1890,19634.0,Yes
RealEstateLessors,301,6,Existing,6,6,Urban,Unknown,708000,531000,0,1,0.75,0,9030,23547.0,No
RealEstateServices,240,5,Existing,1,5,Urban,Unknown,165000,165000,0,1,1.0,0,7200,24838.0,No
RealEstateServices,114,2,Existing,1,2,Urban,No,10000,8500,0,0,0.85,0,3420,21164.0,No
RealEstateServices,120,5,Existing,0,5,Urban,Unknown,575000,431250,0,0,0.75,0,3600,21191.0,No
RealEstateServices,84,5,Existing,0,5,Urban,Yes,100000,50000,0,0,0.5,0,2520,20356.0,No
RealEstateServices,240,3,Existing,1,3,Urban,Unknown,296000,296000,0,1,1.0,0,7200,24957.0,No
RealEstateServices,84,2,New,0,2,Urban,No,308500,231375,1,0,0.75,0,2520,20264.0,No
RentalLeasing,55,2,Existing,1,2,Urban,No,5000,4250,0,0,0.85,0,1650,19425.0,Yes
RentalLeasing,300,4,New,4,4,Urban,Unknown,450000,337500,1,1,0.75,0,9000,23548.0,No
RentalLeasing,240,4,Existing,8,4,Urban,Unknown,820000,820000,0,1,1.0,0,7200,24866.0,No
RealEstateServices,93,49,Existing,0,20,Urban,Unknown,150000,127500,0,0,0.85,0,2790,20412.0,Yes
RentalLeasing,93,3,New,0,0,Urban,Unknown,65000,52000,1,0,0.8,0,2790,17368.0,Yes
RentalLeasing,120,16,Existing,0,0,Urban,No,320000,240000,0,0,0.75,0,3600,18209.0,No
RentalLeasing,300,3,Existing,0,0,Urban,No,38000,30400,0,1,0.8,0,9000,23578.0,No
RentalLeasing,56,1,Existing,3,1,Urban,Unknown,95000,76000,0,0,0.8,0,1680,16228.0,Yes
RentalLeasing,143,20,Existing,10,20,Urban,Unknown,639400,479550,0,0,0.75,0,4290,21942.0,No
RentalLeasing,102,12,Existing,0,12,Urban,Unknown,1375000,1031250,0,0,0.75,0,3060,20712.0,Yes
RealEstateLessors,240,20,Existing,10,20,Urban,Unknown,1682000,1682000,0,1,1.0,0,7200,25167.0,No
RentalLeasing,300,4,Existing,4,4,Urban,Unknown,180000,135000,0,1,0.75,0,9000,23548.0,No
RentalLeasing,240,5,Existing,1,5,Urban,Unknown,658000,658000,0,1,1.0,0,7200,24929.0,No
RealEstateLessors,240,102,Existing,23,102,Urban,No,771000,771000,0,1,1.0,0,7200,22192.0,No
RentalLeasing,120,12,Existing,0,12,Urban,Unknown,750000,562500,0,0,0.75,0,3600,21283.0,No
RentalLeasing,36,15,Existing,0,15,Rural,Unknown,50000,25000,0,0,0.5,0,1080,18763.0,No
RealEstateServices,46,7,Existing,2,2,Urban,Yes,100000,50000,0,0,0.5,0,1380,19093.0,Yes
RentalLeasing,84,1,Existing,0,1,Urban,Yes,25000,12500,0,0,0.5,0,2520,20417.0,No
RealEstateServices,63,2,Existing,0,2,Urban,Yes,25000,12500,0,0,0.5,0,1890,19818.0,Yes
RealEstateServices,120,2,New,4,2,Urban,No,10000,8500,1,0,0.85,0,3600,21466.0,No
RentalLeasing,108,20,Existing,0,20,Urban,No,2000000,1500000,0,0,0.75,0,3240,21137.0,No
RentalLeasing,60,1,New,3,2,Urban,Unknown,130000,65000,1,0,0.5,0,1800,19513.0,No
RealEstateServices,92,2,Existing,2,2,Urban,No,7500,6375,0,0,0.85,0,2760,20657.0,Yes
RentalLeasing,84,9,Existing,2,7,Urban,Unknown,460000,345000,0,0,0.75,0,2520,20264.0,No
RealEstateServices,82,1,Existing,0,1,Urban,No,7500,6375,0,0,0.85,0,2460,20388.0,Yes
RealEstateServices,120,3,Existing,0,3,Urban,No,5000,4250,0,0,0.85,0,3600,21556.0,No
RealEstateLessors,300,2,Existing,0,2,Urban,Unknown,266400,199800,0,1,0.75,0,9000,23609.0,No
RealEstateServices,289,1,Existing,1,1,Urban,Unknown,479000,359250,0,1,0.75,0,8670,26414.0,Yes
RentalLeasing,73,2,Existing,0,2,Urban,No,25000,21250,0,0,0.85,0,2190,20177.0,Yes
RentalLeasing,84,2,Existing,1,2,Urban,No,25000,21250,0,0,0.85,0,2520,20507.0,No
RealEstateServices,56,1,Existing,0,1,Urban,Yes,10000,5000,0,0,0.5,0,1680,19667.0,Yes
RealEstateServices,110,2,Existing,2,2,Urban,No,10000,8500,0,0,0.85,0,3300,21287.0,Yes
RentalLeasing,60,1,New,0,0,Urban,Unknown,52200,41760,1,0,0.8,0,1800,16865.0,No
RealEstateServices,300,9,Existing,9,0,Urban,Unknown,712700,534525,0,1,0.75,0,9000,26775.0,No
RealEstateServices,300,10,Existing,6,16,Urban,Unknown,427500,320625,0,1,0.75,0,9000,23578.0,No
RentalLeasing,120,1,Existing,2,1,Urban,Unknown,200000,150000,0,0,0.75,0,3600,18240.0,No
RentalLeasing,120,4,Existing,0,0,Unknown,No,80000,70240,0,0,0.878,0,3600,14223.0,No
RealEstateServices,99,2,New,0,2,Urban,No,10000,9000,1,0,0.9,0,2970,20957.0,Yes
RentalLeasing,240,1,Existing,1,0,Urban,Unknown,215000,215000,0,1,1.0,0,7200,24992.0,No
RentalLeasing,300,1,Existing,0,0,Unknown,No,93000,83700,0,1,0.9,0,9000,19623.0,No
RealEstateServices,300,1,Existing,1,1,Urban,No,1665000,1498500,0,1,0.9,0,9000,27048.0,No
RentalLeasing,60,1,Existing,0,1,Urban,Yes,25000,12500,0,0,0.5,0,1800,16409.0,No
RealEstateServices,300,4,Existing,0,4,Urban,No,285000,256500,0,1,0.9,0,9000,27048.0,No
RentalLeasing,90,2,Existing,0,2,Urban,No,243000,218700,0,0,0.9,0,2700,20748.0,No
RentalLeasing,84,15,Existing,3,18,Urban,Unknown,250000,125000,0,0,0.5,0,2520,20295.0,No
RentalLeasing,84,5,Existing,0,5,Rural,No,50000,25000,0,0,0.5,0,2520,20629.0,No
RentalLeasing,120,10,New,0,0,Unknown,No,252000,214200,1,0,0.85,0,3600,14312.0,No
RentalLeasing,300,18,Existing,0,0,Urban,No,255000,191250,0,1,0.75,0,9000,23609.0,No
RealEstateServices,46,3,Existing,3,3,Rural,Unknown,200000,100000,0,0,0.5,0,1380,19643.0,Yes
RentalLeasing,99,7,New,5,7,Urban,No,7500,6750,1,0,0.9,0,2970,21018.0,Yes
Other,120,4,Existing,0,0,Unknown,No,85000,63750,0,0,0.75,0,3600,14404.0,No
RentalLeasing,120,24,Existing,24,24,Urban,No,936000,842400,0,0,0.9,0,3600,21678.0,No
RentalLeasing,84,3,Existing,0,0,Unknown,No,60000,45000,0,0,0.75,0,2520,13324.0,No
RealEstateServices,92,40,Existing,10,30,Urban,Unknown,235000,176250,0,0,0.75,0,2760,20565.0,Yes
RentalLeasing,216,4,Existing,0,0,Unknown,No,115000,86250,0,0,0.75,0,6480,17192.0,No
RealEstateServices,64,1,Existing,0,1,Urban,No,25000,22500,0,0,0.9,0,1920,19968.0,Yes
RealEstateServices,120,5,Existing,0,0,Urban,No,125000,93750,0,0,0.75,0,3600,18209.0,No
RealEstateServices,240,4,Existing,6,0,Urban,Unknown,803000,803000,0,1,1.0,0,7200,25111.0,No
RentalLeasing,24,3,Existing,0,0,Unknown,No,49500,44550,0,0,0.9,0,720,11524.0,No
RealEstateServices,84,7,Existing,0,7,Rural,Yes,30000,15000,0,0,0.5,0,2520,20629.0,No
RentalLeasing,96,10,Existing,0,0,Unknown,No,50000,45000,0,0,0.9,0,2880,13684.0,No
RentalLeasing,120,1,New,0,0,Unknown,No,250000,212500,1,0,0.85,0,3600,14496.0,No
RentalLeasing,300,12,Existing,0,0,Unknown,No,212000,180200,0,1,0.85,0,9000,19896.0,No
RealEstateServices,84,1,Existing,2,3,Urban,Yes,50000,25000,0,0,0.5,0,2520,20598.0,No
RentalLeasing,84,10,New,0,0,Unknown,No,200000,170000,1,0,0.85,0,2520,13324.0,No
RentalLeasing,240,16,Existing,0,0,Unknown,No,171000,128250,0,1,0.75,0,7200,18188.0,No
RentalLeasing,102,2,Existing,1,2,Urban,No,10000,9000,0,0,0.9,0,3060,21169.0,Yes
RealEstateServices,120,2,New,5,2,Urban,No,10000,9000,1,0,0.9,0,3600,21709.0,No
RentalLeasing,84,27,Existing,0,0,Unknown,No,125000,112500,0,0,0.9,0,2520,13416.0,No
RentalLeasing,240,2,Existing,6,6,Urban,No,180000,180000,0,1,1.0,0,7200,21975.0,No
RentalLeasing,120,7,Existing,0,0,Unknown,No,550000,465850,0,0,0.847,0,3600,14588.0,No
RentalLeasing,155,12,New,0,0,Unknown,No,230000,195500,1,0,0.85,0,4650,15638.0,No
RentalLeasing,240,1,Existing,0,0,Unknown,No,270000,229500,0,1,0.85,0,7200,18188.0,No
